M0_ps,M1_ps,M3_ps,Tau_ps,M0_eff_ps,M1_eff_ps,M3_eff_ps,Permeability,Energy
0.44955702666741626,184.01234462133328,-757,inf,0.0,3.50291700265311,1,5.864161782913352e-09,-2.364532485643103e-09
