Porosity,M0_ps,M1_ps,M3_ps,Tau_ps,M0_eff_ps,M1_eff_ps,M3_eff_ps,Permeability,Energy
0.05,0.049818687805700784,48.97831779814357,-3936,inf,0.0,3.5029170026531102,1,4.5820876337891415e-12,-3.999608034593684e-13
0.1,0.10012345158449054,81.2944089808661,-5159,inf,0.0,3.5029170026531102,1,1.6198615649276453e-11,-1.0927242523874351e-12
0.14,0.13966661044583126,103.76979118033778,-5604,inf,0.0,3.5029170026531102,1,2.3226387080251524e-11,-3.3228758267480335e-12
0.18,0.17966656359513505,122.06135002789304,-5598,inf,0.0,3.5029170026531102,1,9.339115722420276e-11,-1.7357509841019388e-11
0.23,0.2300591724293023,140.63419072732907,-5078,inf,0.0,3.5029170026531102,1,1.650784767900942e-10,-3.1355974504563983e-11
0.27,0.27016102584284396,154.4377347144128,-4687,inf,0.0,3.5029170026531102,1,3.4631496956163995e-10,-6.146278996868811e-11
0.32,0.31979348213114445,166.23782579445762,-3760,inf,0.0,3.5029170026531102,1,9.199381794660056e-10,-2.2978014825339612e-10
0.36,0.35999137947189896,174.19658061468309,-2866,inf,0.0,3.5029170026531102,1,1.4584338788702491e-09,-3.944204935341828e-10
0.41,0.41014739229024944,181.49344841482682,-1745,inf,0.0,3.5029170026531102,1,4.718832886144489e-09,-2.0496692690483104e-09
0.45,0.44955702666741626,184.01234462133328,-757,inf,0.0,3.5029170026531102,1,5.864161782913352e-09,-2.364532485643103e-09
0.5,0.5000808174509473,184.81575721705227,467,inf,0.0,3.5029170026531102,1,1.4817044024977285e-08,-7.3987159760491965e-09
0.55,0.5501524990161354,183.17908409048331,1657,12.444241754216367,0.4865901594797698,154.7049352158813,2227,5.251075888623047e-08,-3.79489689787446e-08
0.59,0.5899744195198741,179.65784348188072,2625,6.620168764176161,0.5669777552894436,167.509420723146,3082,1.0423451203389473e-07,-8.150408738999116e-08
0.64,0.6399594272970897,172.9148560894479,3701,3.9500694607385687,0.6305143269428983,167.3370385480986,3946,2.301891971516786e-07,-1.9953500656431025e-07
0.68,0.6799008170761418,166.16824507064268,4551,2.998603639393899,0.6740784468057195,162.81148757736364,4691,3.8217994530737953e-07,-3.468430585630803e-07
0.73,0.7301938681808812,153.38638781373444,5375,2.212167925187761,0.7279040404040404,151.68940928309254,5459,7.519133850544709e-07,-7.092614305943713e-07
0.77,0.7696983752178558,139.88822779735452,5853,1.8591729031626807,0.7684076385375087,138.84397143827331,5923,1.199215358790471e-06,-1.1302985749527978e-06
0.82,0.8199328629523435,120.21973818736252,6138,1.5475374915577491,0.8196119356833642,119.94268436706993,6152,2.147512930108144e-06,-2.0400915274394462e-06
0.86,0.8598098330241187,101.09237204491708,6067,1.373348483825653,0.8596388279829839,100.91384424250546,6085,3.6875157558610525e-06,-3.571132305707258e-06
0.91,0.909992784992785,73.44822602744645,5389,1.2075590908861826,0.9099025974025974,73.39204892217954,5391,7.619785105325873e-06,-7.470033081334073e-06
0.95,0.9500231910946196,46.01467718898752,4096,1.103709727456578,0.9500231910946196,46.01467718898752,4096,1.7691940947879225e-05,-1.742756448684432e-05
