Porosity,M0_ps,M1_ps,M3_ps,Tau_ps,M0_eff_ps,M1_eff_ps,M3_eff_ps,Permeability,Energy
0.05,0.04991590300031858,6.4231820435480085,-13,inf,0.0,3.5029170026531102,1,-9.444363952043216e-11,-6.693662212494627e-15
0.1,0.10006840201645396,8.884930786917987,-22,inf,0.0,3.5029170026531102,1,-7.667251004030694e-10,-2.0523686556981715e-12
0.14,0.1399442008208242,9.552677580038726,-18,inf,0.0,3.5029170026531102,1,9.207937347327093e-10,-1.7060248976641553e-10
0.18,0.1800378553625307,11.556455809648707,-19,inf,0.0,3.5029170026531102,1,-2.2795030304231582e-10,-2.750983309110028e-11
0.23,0.23000529412867074,12.838656758758882,-19,inf,0.0,3.5029170026531102,1,3.1415566509681994e-10,-8.659728978657508e-13
0.27,0.26997010925582354,13.31075766777957,-12,inf,0.0,3.5029170026531102,1,3.167896071761884e-08,-3.0834646364526322e-09
0.32,0.32004764715803674,15.409230209228571,-10,inf,0.0,3.5029170026531102,1,1.446293121309363e-08,-6.303170820769418e-09
0.36,0.3600440865051255,14.452104001436059,1,inf,0.0,3.5029170026531102,1,7.632913597035014e-09,-5.102422974282881e-11
0.41,0.41009117145480783,15.111815819975147,-6,inf,0.0,3.5029170026531102,1,1.6374295507555678e-08,-7.517067711605652e-10
0.45,0.4500477877101254,15.182645984304381,4,inf,0.0,3.5029170026531102,1,2.280125446075568e-09,-1.757531080659391e-10
0.5,0.5000245966155057,15.133757923701825,5,inf,0.0,3.5029170026531102,1,1.2100369101204432e-05,-1.3190964225209973e-05
0.55,0.5499568973594947,14.55630879940851,12,inf,0.0,3.5029170026531102,1,2.868054934266261e-05,-3.0504666015639894e-05
0.59,0.5900142426116453,14.18892180880098,14,3.875664364896136,0.5356393246003636,12.67826924567574,17,2.467159837918449e-05,-2.591893331405097e-05
0.64,0.6399383444837989,13.119674233192661,22,2.394477108075213,0.6333441089934596,12.921590413188332,23,7.92484048612842e-05,-8.598513651930527e-05
0.68,0.6799617229812035,13.848750281111554,36,2.2820163844142107,0.6665764790764791,13.673038748782414,36,8.821836089710028e-05,-9.498451503588255e-05
0.73,0.7299842113153802,12.52107237009464,35,1.9013397890979693,0.7230620209516313,12.53468687323416,35,0.0001635091424356787,-0.0001781642066734626
0.77,0.7699900208017091,10.698854707413897,32,2.06304604254803,0.7394386818088117,10.425442023613256,32,0.0002485057931272022,-0.0002485392765516898
0.82,0.8199316916849384,9.450163144968053,38,1.4983869425144936,0.8166603418226794,9.400880401904509,38,0.0005368024272477561,-0.0005571716955409418
0.86,0.8599433575082925,7.332568736633397,33,1.359494360017046,0.8599433575082925,7.332568736633397,33,0.0005743075291031579,-0.0005955732488793353
0.91,0.909995127527595,6.124588735506885,29,1.1324162121718506,0.9083846348456738,6.127365537343235,29,0.001957950233168532,-0.0019804564809232134
0.95,0.9500161634901896,4.144418690725391,28,1.0897823689401918,0.9500161634901896,4.144418690725391,28,0.002852163509542493,-0.002916449270952133
