Porosity,M0_ps,M1_ps,M3_ps,Tau_ps,M0_eff_ps,M1_eff_ps,M3_eff_ps,Permeability,Energy
0.05,0.05004825621708739,20.506043565561388,-521,inf,0.0,3.5029170026531102,1,1.5328757516031026e-11,-2.5195358645286427e-13
0.1,0.09994541893892543,31.739855316867732,-664,inf,0.0,3.5029170026531102,1,5.669573246193795e-11,-5.906939317484765e-12
0.14,0.13992077547272352,39.72314804970843,-699,inf,0.0,3.5029170026531102,1,1.3434583334881997e-10,-1.9460313415841552e-11
0.18,0.18010578887202264,47.0516984775084,-741,inf,0.0,3.5029170026531102,1,2.550328491735845e-10,-5.2738776384232685e-11
0.23,0.2300416034182268,53.14755677029929,-643,inf,0.0,3.5029170026531102,1,2.7375292006517453e-10,-7.381988867052855e-11
0.27,0.2698635239219655,57.41208556349558,-586,inf,0.0,3.5029170026531102,1,5.24919936163302e-10,-1.0599822095149252e-10
0.32,0.3199890837877851,61.64093257340691,-484,inf,0.0,3.5029170026531102,1,2.2834036994370082e-10,-3.363932867810084e-11
0.36,0.3600827383294916,65.80638956495729,-366,inf,0.0,3.5029170026531102,1,1.008112809323856e-09,-2.414236030095956e-10
0.41,0.4099752159817095,66.45419920138522,-230,inf,0.0,3.5029170026531102,1,1.0933673535223604e-08,-3.5819751056985045e-09
0.45,0.4499622851895579,68.85655988694485,-84,inf,0.0,3.5029170026531102,1,3.582709988692964e-08,-2.1081645456702496e-08
0.5,0.4999414366297483,68.4433610352571,53,17.02882779083661,0.33419070107381793,44.334094892577106,155,9.872215559126203e-08,-6.594801675260056e-08
0.55,0.5497940911901951,68.03693697919768,200,12.342047010006388,0.4154626037742921,50.14797048165984,237,4.704952246934848e-07,-4.358047445541828e-07
0.59,0.5901067727366429,67.91699829307213,328,5.126863994293314,0.5668781975600158,63.16671461946954,410,1.0851799324167314e-06,-1.0512560722523545e-06
0.64,0.6400343884110118,64.98492354991922,480,3.5233290670693598,0.6231810217199828,62.33619142220984,523,2.2547537712464266e-06,-2.272755099178172e-06
0.68,0.680119844080883,61.04816736338474,579,2.6673274304262544,0.6723929930098761,59.70138954360877,600,3.4732489967306374e-06,-3.5419584369211082e-06
0.73,0.7299970952568355,55.731157828812286,691,1.9417874478017665,0.7279825153201777,55.16564077827387,706,6.4863728956575075e-06,-6.3746213472419935e-06
0.77,0.7700954348681621,52.23677302090581,764,1.6983731235882584,0.7673944922321546,51.65192999057077,779,1.0724379798862717e-05,-1.0730406375904268e-05
0.82,0.8198286201532955,44.63937796866211,773,1.4905851323437893,0.8194327317703941,44.54458837204808,776,1.8311120695139065e-05,-1.9041937952223824e-05
0.86,0.8601307602930981,38.42016989104983,812,1.320567430228286,0.8600452577725305,38.38891183749833,813,2.8587189129980048e-05,-2.88308341965651e-05
0.91,0.9099693596446844,27.78589089246505,711,1.1679712393575912,0.9097983546035494,27.783629982749872,711,6.385110213810861e-05,-6.328587659754351e-05
0.95,0.9500466164427204,17.639420766168907,551,1.0962850493015246,0.9500466164427204,17.639420766168907,551,0.00014477758068731303,-0.00014007106824000002
