M0_ps,M1_ps,M3_ps,Tau_ps,M0_eff_ps,M1_eff_ps,M3_eff_ps,Permeability,Energy
0.8200628736343022,27.250681852649876,309,1.4116150602865718,0.819602565544124,27.179891156566736,310,4.9958912100448756e-05,-5.0466016705970084e-05
