M0_ps,M1_ps,M3_ps,Tau_ps,M0_eff_ps,M1_eff_ps,M3_eff_ps,Permeability,Energy
0.04991590300031858,6.423182043548008,-13,inf,0.0,3.50291700265311,1,-9.444363952043215e-11,-6.693662212494627e-15
