M0_ps,M1_ps,M3_ps,Tau_ps,M0_eff_ps,M1_eff_ps,M3_eff_ps,Permeability,Energy
0.7703741965105602,72.61670190008519,1488,1.758398347099488,0.7695039448286202,72.31687830473454,1499,4.876580616869252e-06,-4.8018260558976174e-06
