M0_ps,M1_ps,M3_ps,Tau_ps,M0_eff_ps,M1_eff_ps,M3_eff_ps,Permeability,Energy
0.31956977005678305,120.92151799344624,-1915,inf,0.0,3.50291700265311,1,1.6644298946802218e-09,-5.432277854925984e-10
