M0_ps,M1_ps,M3_ps,Tau_ps,M0_eff_ps,M1_eff_ps,M3_eff_ps,Permeability,Energy
0.3200253930773411,49.91843523363208,-304,inf,0.0,3.50291700265311,1,1.0055622633084321e-10,-4.218893470126648e-12
