M0_ps,M1_ps,M3_ps,Tau_ps,M0_eff_ps,M1_eff_ps,M3_eff_ps,Permeability,Energy
0.9100103540038605,68.19181219927911,4672,1.2040357004721993,0.9099740447143044,68.15584175674722,4675,8.77335213019856e-06,-8.642639123235458e-06
