Porosity,M0_ps,M1_ps,M3_ps,Tau_ps,M0_eff_ps,M1_eff_ps,M3_eff_ps,Permeability,Energy
0.05,0.05008807930885853,13.018479079774576,-166,inf,0.0,3.5029170026531102,1,1.433945506063601e-11,-2.3752608379444882e-14
0.1,0.09997352935664623,20.90929613732344,-259,inf,0.0,3.5029170026531102,1,3.6642709897099174e-11,-1.6774345239187812e-11
0.14,0.13996059856449464,25.161830268555445,-268,inf,0.0,3.5029170026531102,1,5.224615300451081e-11,-8.523856095238669e-12
0.18,0.18003551282772062,28.76931521691305,-242,inf,0.0,3.5029170026531102,1,6.632002792666482e-11,-1.4280973106435456e-11
0.23,0.2300662000337325,33.18903313373467,-224,inf,0.0,3.5029170026531102,1,7.048092817914127e-10,-3.3477240382331297e-10
0.27,0.2700228162890501,36.01071914514153,-225,inf,0.0,3.5029170026531102,1,4.623385096502827e-10,-5.438523705367978e-11
0.32,0.3201144094001237,38.69602612059853,-155,inf,0.0,3.5029170026531102,1,6.885143038784711e-09,-1.9298956511823827e-09
0.36,0.3598988493469013,39.47649868675079,-134,inf,0.0,3.5029170026531102,1,6.290016663438449e-09,-1.902669095452632e-09
0.41,0.409992784992785,41.131186926229404,-86,inf,0.0,3.5029170026531102,1,2.8427760629427147e-08,-1.3490114278665927e-08
0.45,0.4499048930867113,41.59185250041166,-12,inf,0.0,3.5029170026531102,1,4.774160192704156e-08,-3.634587467428256e-08
0.5,0.5000737898465171,42.36414179560024,51,7.975840640046456,0.4001974756844887,33.34978263271316,83,3.8816773604473134e-07,-3.583325907523767e-07
0.55,0.5500178032645565,42.56560005097617,93,6.524000766704957,0.5001089278686681,37.655503377862416,113,4.1299713416720217e-07,-4.3229367396744604e-07
0.59,0.5898678341860161,40.822753842725135,111,4.401770138288492,0.5416924345495774,36.5907680450821,130,2.4325968973503602e-06,-2.552552281334848e-06
0.64,0.6401128633271489,39.634629256877325,183,2.671945946000821,0.625556352017391,37.85264112179707,200,8.36177798294626e-06,-8.829617063906814e-06
0.68,0.6800355128277206,37.047664501431775,217,2.804269719109372,0.6745738929180488,36.37418030676878,227,9.236583034440113e-06,-9.606004780094404e-06
0.73,0.7300088079308859,34.250263244880834,259,1.93181884572534,0.7277096100148048,33.81527619569221,266,1.9217682933045987e-05,-2.0152021692988364e-05
0.77,0.769884606735256,31.49610116048475,267,1.7973098800439733,0.7680199490264425,31.39410822737902,268,3.469564321941053e-05,-3.609685632834016e-05
0.82,0.8200628736343022,27.25068185264988,309,1.4116150602865718,0.8196025655441241,27.179891156566736,310,4.995891210044876e-05,-5.046601670597008e-05
0.86,0.8599632690541782,23.153905748771386,287,1.3355163392071514,0.8591258128595791,23.080568288648035,288,9.204210140532188e-05,-9.172966259038336e-05
0.91,0.9099400779595584,17.297947948194913,280,1.1608359629107114,0.9099400779595584,17.297947948194913,280,0.00017971411357695292,-0.00018120591635590027
0.95,0.9499821967354436,10.699880881812463,214,1.079477246425346,0.9499494012481026,10.692621728791858,214,0.00038172369244919666,-0.00038956949498836565
