Porosity,M0_ps,M1_ps,M3_ps,Tau_ps,M0_eff_ps,M1_eff_ps,M3_eff_ps,Permeability,Energy
0.05,0.050050598751897456,10.056847865659485,-71,inf,0.0,3.5029170026531102,1,1.5414445576169527e-11,-9.487982746329641e-15
0.1,0.0999161372537996,14.20919666958916,-88,inf,0.0,3.5029170026531102,1,1.1534921522043212e-10,-2.6064815193720774e-11
0.14,0.14002970334139164,18.67289968848292,-114,inf,0.0,3.5029170026531102,1,8.804138675282882e-10,-2.520981899076344e-10
0.18,0.18001794381664513,20.529644978709406,-106,inf,0.0,3.5029170026531102,1,2.418346995976732e-10,-5.7706995487389476e-12
0.23,0.2300626862315174,23.624550299445005,-100,inf,0.0,3.5029170026531102,1,3.096529122856953e-10,-8.04549025001906e-11
0.27,0.2699665954536085,23.87146636352297,-71,inf,0.0,3.5029170026531102,1,6.706209650497506e-10,-3.70789407517241e-11
0.32,0.3200710725061374,27.038456898945817,-81,inf,0.0,3.5029170026531102,1,8.263986333565763e-10,-1.6637381136691413e-10
0.36,0.3600194898896197,27.23197943127369,-44,inf,0.0,3.5029170026531102,1,2.3168425251305265e-08,-6.163662954300055e-09
0.41,0.41000098386462025,27.300831735290902,-34,inf,0.0,3.5029170026531102,1,1.1110829116397782e-09,-3.613748972636122e-12
0.45,0.44998336800284855,29.518355508246604,3,inf,0.0,3.5029170026531102,1,7.072986625820166e-07,-6.920851453197895e-07
0.5,0.4999777459193044,28.095427925023397,22,10.645364903677182,0.3000084331253162,16.871970679464678,32,1.710373471776288e-06,-1.8723522243779503e-06
0.55,0.5501103333895542,28.815690371877704,34,inf,0.0,3.5029170026531102,1,2.3155114847961223e-06,-2.4303025168189475e-06
0.59,0.5900517231686063,27.579679618025946,63,4.036606342470017,0.496237889095032,23.47733636711383,64,9.054380176988811e-06,-9.724264062078893e-06
0.64,0.6400531286894924,25.76631502465588,83,3.4408355390018035,0.6160058375967467,24.098705200348025,88,1.8573141360741275e-05,-1.9943242670968425e-05
0.68,0.6799535241093683,25.720433803685797,106,2.3978323033055373,0.6713493937519912,24.975794122122412,113,3.4900138016111914e-05,-3.4880243553391686e-05
0.73,0.7299970952568355,23.727841717913407,129,2.030087962370221,0.72806450403853,23.47957812362431,132,4.1269438679039336e-05,-4.1848078292397776e-05
0.77,0.7699665954536085,21.203028278753614,120,1.7095937283328309,0.7699619103839883,21.20224288059022,120,7.191936488554904e-05,-7.36948338655723e-05
0.82,0.8199434043589888,18.59917267449384,133,1.4971941232224089,0.8199434043589888,18.59917267449384,133,0.00011241649046415513,-0.00012022023980365652
0.86,0.8600499428421506,15.258445662131992,128,1.2806915976753537,0.8598356009070295,15.239905080498776,128,0.00017781519092177286,-0.00019248428981274242
0.91,0.9099974700624052,10.835569804373968,112,1.1896582205541977,0.9099974700624052,10.835569804373968,112,0.00043542493445241,-0.00045118738985185596
0.95,0.9499833680028484,7.173159996185572,92,1.077437071328316,0.9499833680028484,7.173159996185572,92,0.0009137199806158447,-0.0009822287876167313
