Porosity,M0_ps,M1_ps,M3_ps,Tau_ps,M0_eff_ps,M1_eff_ps,M3_eff_ps,Permeability,Energy
0.05,0.050038886077847115,33.4692719816855,-1611,inf,0.0,3.5029170026531102,1,6.014271851489861e-12,-3.4260781180173965e-13
0.1,0.10010471130601,55.072293996645975,-2217,inf,0.0,3.5029170026531102,1,2.5976370273050413e-11,-3.3190967305422717e-12
0.14,0.1400835816420232,68.81878977212672,-2309,inf,0.0,3.5029170026531102,1,9.568619850669585e-11,-2.335242792555236e-11
0.18,0.1800167725492401,81.25775171111624,-2401,inf,0.0,3.5029170026531102,1,1.928339439024709e-10,-3.087917379000887e-11
0.23,0.2296410299657053,94.03349323230402,-2219,inf,0.0,3.5029170026531102,1,2.393214877834128e-10,-3.156125173554903e-11
0.27,0.2700029047431645,100.71015593155514,-1913,inf,0.0,3.5029170026531102,1,5.291665571324321e-10,-1.1844524412806652e-10
0.32,0.3194795824665955,109.5042782861198,-1530,inf,0.0,3.5029170026531102,1,1.7367752745649868e-09,-5.744060112392797e-10
0.36,0.3601459867693634,114.81535704467808,-1195,inf,0.0,3.5029170026531102,1,3.0161492834792245e-09,-9.458932563545042e-10
0.41,0.4101169393377185,119.16808607981476,-759,inf,0.0,3.5029170026531102,1,5.592535058139724e-09,-2.709172319310471e-09
0.45,0.4498627274601301,121.18293882020451,-314,inf,0.0,3.5029170026531102,1,2.0733276831474795e-08,-1.346053297874349e-08
0.5,0.4999976574651899,121.54468088912287,97,inf,0.0,3.5029170026531102,1,3.749999970559446e-08,-2.6641368251848195e-08
0.55,0.5501946646427166,119.88713971623764,651,13.914052885007038,0.499475272202545,103.93938910128016,938,1.482204195862715e-07,-1.2467324126091965e-07
0.59,0.5901395682239838,117.60610752018269,1049,6.085472775574218,0.5667341316691966,110.09280192119286,1255,2.4643271257566763e-07,-2.0993578510118557e-07
0.64,0.6400519574220873,112.94641017465445,1494,3.690827098839236,0.6280066434287214,108.6907834956173,1618,6.403913318078671e-07,-6.149578172774626e-07
0.68,0.680185435055565,108.022440230798,1820,2.649023141689645,0.6761234796949083,106.2038637046092,1900,1.0972570643545042e-06,-1.0935623402926649e-06
0.73,0.730084940312213,100.29378559557004,2214,2.105688414951877,0.727577256798036,99.11073141783942,2262,1.9328791395584492e-06,-1.853186246906482e-06
0.77,0.7703952793238508,91.69202881267212,2331,1.7717591316781591,0.769254464871348,91.08736025870216,2364,3.0733241411919115e-06,-3.029533097552798e-06
0.82,0.8200956691216431,79.56829342477153,2538,1.5141418319604714,0.8195510297783025,79.27425347088969,2555,5.3434621575001675e-06,-5.350231710221608e-06
0.86,0.8600171473548097,67.26239867456968,2543,1.3558394499411608,0.859784065141208,67.15054400787422,2549,9.235513780845764e-06,-9.139410121886317e-06
0.91,0.9100443207586064,48.811530338100155,2286,1.187771674246349,0.9100150390734806,48.78406452234453,2289,1.847401955428033e-05,-1.830632710742604e-05
0.95,0.9500103071531644,30.60796597648913,1730,1.0927874074082702,0.9500103071531644,30.60796597648913,1730,4.17204981992133e-05,-4.1134220463376175e-05
