M0_ps,M1_ps,M3_ps,Tau_ps,M0_eff_ps,M1_eff_ps,M3_eff_ps,Permeability,Energy
0.8599433575082925,7.332568736633398,33,1.359494360017046,0.8599433575082925,7.332568736633398,33,0.0005743075291031579,-0.0005955732488793352
