M0_ps,M1_ps,M3_ps,Tau_ps,M0_eff_ps,M1_eff_ps,M3_eff_ps,Permeability,Energy
0.7299970952568355,55.73115782881229,691,1.9417874478017665,0.7279825153201777,55.16564077827387,706,6.486372895657507e-06,-6.374621347241994e-06
