M0_ps,M1_ps,M3_ps,Tau_ps,M0_eff_ps,M1_eff_ps,M3_eff_ps,Permeability,Energy
0.41011693933771853,119.16808607981476,-759,inf,0.0,3.50291700265311,1,5.5925350581397235e-09,-2.709172319310471e-09
