M0_ps,M1_ps,M3_ps,Tau_ps,M0_eff_ps,M1_eff_ps,M3_eff_ps,Permeability,Energy
0.6798902756694964,176.3523731974506,5249,3.0088845229746353,0.6736298513895916,172.26639135987062,5441,3.546383172495845e-07,-3.215087468329086e-07
