M0_ps,M1_ps,M3_ps,Tau_ps,M0_eff_ps,M1_eff_ps,M3_eff_ps,Permeability,Energy
0.4496718108731096,197.36711399665836,-919,inf,0.0,3.50291700265311,1,8.160819391467701e-09,-3.389495938516233e-09
