M0_ps,M1_ps,M3_ps,Tau_ps,M0_eff_ps,M1_eff_ps,M3_eff_ps,Permeability,Energy
0.26997010925582354,13.31075766777957,-12,inf,0.0,3.50291700265311,1,3.1678960717618836e-08,-3.083464636452632e-09
