M0_ps,M1_ps,M3_ps,Tau_ps,M0_eff_ps,M1_eff_ps,M3_eff_ps,Permeability,Energy
0.9500161634901895,4.14441869072539,28,1.0897823689401918,0.9500161634901895,4.14441869072539,28,0.0028521635095424933,-0.0029164492709521333
