Porosity,M0_ps,M1_ps,M3_ps,Tau_ps,M0_eff_ps,M1_eff_ps,M3_eff_ps,Permeability,Energy
0.05,0.04996041116170986,51.19463953234829,-4310,inf,0.0,3.5029170026531102,1,2.490329564065817e-12,-1.7887982583058172e-13
0.1,0.09965962969209724,86.5989226665507,-5879,inf,0.0,3.5029170026531102,1,1.106342741663036e-11,-3.85451449464421e-13
0.14,0.14002618953917656,109.73446718355137,-6274,inf,0.0,3.5029170026531102,1,3.037466053127757e-11,-3.74093997962205e-12
0.18,0.17947213320589944,129.31814453033547,-6311,inf,0.0,3.5029170026531102,1,5.372440505955125e-11,-6.3177458006095285e-12
0.23,0.23001232173310096,150.1985275889101,-5822,inf,0.0,3.5029170026531102,1,1.6877492396196125e-10,-2.767408793185596e-11
0.27,0.26999470587132923,163.19298977678568,-5283,inf,0.0,3.5029170026531102,1,2.9549495146196124e-10,-7.051843008017508e-11
0.32,0.3197747418526639,178.2179472751878,-4254,inf,0.0,3.5029170026531102,1,7.415013833406649e-10,-1.5643050573562327e-10
0.36,0.359957412717153,186.0302312880774,-3324,inf,0.0,3.5029170026531102,1,1.3599504245982272e-09,-3.3045293232530754e-10
0.41,0.4101251382095538,192.4733623885939,-1918,inf,0.0,3.5029170026531102,1,4.140399090238671e-09,-1.588304217264709e-09
0.45,0.4496718108731096,197.3671139966584,-919,inf,0.0,3.5029170026531102,1,8.160819391467701e-09,-3.3894959385162332e-09
0.5,0.4996732163939956,197.77920328944828,544,inf,0.0,3.5029170026531102,1,1.2916817189171192e-08,-6.2088008837078116e-09
0.55,0.5501560128183505,195.21009461209132,2000,18.816586414640053,0.4309959520998482,146.6558392918239,2297,4.2740474243598883e-08,-2.8339844946662605e-08
0.59,0.5899861321939244,192.3091662894321,3027,6.374907263472497,0.5684090440583947,179.3627593622323,3541,8.188208529042771e-08,-6.21214842421928e-08
0.64,0.640285039635689,185.04954313538292,4317,3.8976718894713778,0.6292903525046383,178.16854216062737,4654,2.060347063814626e-07,-1.7567858291141276e-07
0.68,0.6798902756694964,176.3523731974506,5249,3.0088845229746357,0.6736298513895916,172.26639135987065,5441,3.5463831724958455e-07,-3.215087468329086e-07
0.73,0.7301235921365792,163.00079281654237,6205,2.220846288962948,0.7280071119356833,161.4029678289605,6288,6.553202491443101e-07,-6.067897646990362e-07
0.77,0.7701727385168944,148.36980463664315,6724,1.8474551636486027,0.769221669384007,147.4785227313987,6783,1.0588734681388586e-06,-9.798028194927643e-07
0.82,0.8201366634808194,128.39039660547937,7167,1.5434161591319886,0.8196576151121606,127.95349031742953,7196,1.8628382475438224e-06,-1.7837020658165096e-06
0.86,0.8599855231348738,107.33781516972694,6925,1.3784655344432684,0.8597571259908923,107.14250815155896,6939,3.234240263735845e-06,-3.1001603989695293e-06
0.91,0.9101848728472104,78.11102946414077,6219,1.2038185233458512,0.9101122542680984,78.04056409062876,6221,6.5424840652947375e-06,-6.380547409346815e-06
0.95,0.9499974232117088,48.62248009910568,4620,1.1052066462092929,0.9499833680028484,48.61175403086035,4620,1.5360937025520224e-05,-1.5141637162993908e-05
