M0_ps,M1_ps,M3_ps,Tau_ps,M0_eff_ps,M1_eff_ps,M3_eff_ps,Permeability,Energy
0.4099752159817095,66.45419920138522,-230,inf,0.0,3.50291700265311,1,1.0933673535223603e-08,-3.5819751056985045e-09
