M0_ps,M1_ps,M3_ps,Tau_ps,M0_eff_ps,M1_eff_ps,M3_eff_ps,Permeability,Energy
0.41014739229024944,181.49344841482676,-1745,inf,0.0,3.50291700265311,1,4.718832886144488e-09,-2.0496692690483104e-09
