M0_ps,M1_ps,M3_ps,Tau_ps,M0_eff_ps,M1_eff_ps,M3_eff_ps,Permeability,Energy
0.049907704128483346,29.90685015956896,-1283,inf,0.0,3.50291700265311,1,1.08635997689836e-11,-5.480912134952576e-13
