Porosity,M0_ps,M1_ps,M3_ps,Tau_ps,M0_eff_ps,M1_eff_ps,M3_eff_ps,Permeability,Energy
0.05,0.04980814639905549,39.71573615229868,-2442,inf,0.0,3.5029170026531102,1,6.269056518385597e-12,-4.5225777421939067e-13
0.1,0.09988802683607878,65.81356533347859,-3239,inf,0.0,3.5029170026531102,1,2.727220464879557e-11,-2.286389891977064e-12
0.14,0.1402651280898034,83.03576777728964,-3478,inf,0.0,3.5029170026531102,1,4.8804411358270356e-11,-1.0545375546381827e-11
0.18,0.17969818781507094,97.50035756976266,-3517,inf,0.0,3.5029170026531102,1,1.3890632685578948e-10,-2.0186757504983934e-11
0.23,0.2299291617473436,112.30350862535221,-3168,inf,0.0,3.5029170026531102,1,2.5756738421377285e-10,-3.890870988208643e-11
0.27,0.2703577987668897,123.47677932494568,-2954,inf,0.0,3.5029170026531102,1,5.365461287178284e-10,-8.756694772944267e-11
0.32,0.3197032945409569,132.96702370113218,-2319,inf,0.0,3.5029170026531102,1,9.835050787152686e-10,-2.7541265890489754e-10
0.36,0.3600534566443657,139.55795679091278,-1881,inf,0.0,3.5029170026531102,1,2.5872943979772856e-09,-8.346011753782937e-10
0.41,0.4101052266636682,144.23790026742208,-1153,inf,0.0,3.5029170026531102,1,6.942851406719336e-09,-3.0946241271038225e-09
0.45,0.4499915668746838,146.06400825759565,-580,inf,0.0,3.5029170026531102,1,9.872096713913795e-09,-4.635016866028033e-09
0.5,0.5000398230917712,147.0753799502696,285,35.09233669452649,0.25980116564532146,73.45198653117373,593,2.6749295380003324e-08,-1.5269445895065928e-08
0.55,0.5501595266205656,146.44359121815654,1028,11.595569861511958,0.4817493112947658,123.5166130082485,1326,7.050964320180278e-08,-5.23818959967856e-08
0.59,0.5898198122224096,144.68210914349726,1631,5.8888549187925765,0.5636607259983883,134.18224650699648,1901,1.6052402508740168e-07,-1.401099809396233e-07
0.64,0.6399910515170255,138.72686865668342,2302,3.6169594186107217,0.6283463109761811,133.71942207955453,2494,4.3327516374759006e-07,-4.003571174977175e-07
0.68,0.6800202863514552,131.23938030246694,2734,2.832196451081547,0.6745621802439984,128.44023683324392,2856,6.802006514873131e-07,-6.395884437785264e-07
0.73,0.7300989955210735,121.33074313314195,3320,2.125033370588331,0.7286126571840857,120.28170222026868,3384,1.1762433166734626e-06,-1.1496157528060939e-06
0.77,0.7702266168175259,111.74493614370228,3659,1.7857662533831924,0.769045979273252,111.05212596924268,3694,1.938756036553796e-06,-1.8757360174720227e-06
0.82,0.8201753153051854,96.7558836947008,3873,1.5311707686732337,0.8196786979254512,96.41842357571647,3890,3.512342897859723e-06,-3.4378766823223266e-06
0.86,0.8598836228706359,81.027659459636,3769,1.3532917565993057,0.8595299001143157,80.86832288399991,3778,5.950770345315236e-06,-5.880421792612743e-06
0.91,0.9100080114690504,59.10509715382587,3429,1.2005582715492369,0.9098733157174717,59.08151886064114,3430,1.1905857162634905e-05,-1.1476617978513021e-05
0.95,0.9499798542006336,37.44582586878675,2593,1.0988972653909659,0.949969312793988,37.438336677970014,2593,2.730609798975845e-05,-2.6694064571929088e-05
