Porosity,M0_ps,M1_ps,M3_ps,Tau_ps,M0_eff_ps,M1_eff_ps,M3_eff_ps,Permeability,Energy
0.05,0.04996041116170986,24.24313555916238,-754,inf,0.0,3.5029170026531102,1,3.5015034577336294e-11,-3.2568909900226032e-12
0.1,0.10012579411930063,38.219725909796736,-989,inf,0.0,3.5029170026531102,1,1.7638327040285877e-11,-1.8414054524216065e-12
0.14,0.14002267573696145,47.01736141951269,-1012,inf,0.0,3.5029170026531102,1,1.6640604329693074e-10,-1.9797081806250414e-11
0.18,0.18006713704765653,55.290415867961904,-1042,inf,0.0,3.5029170026531102,1,8.602787361669917e-11,-1.0180646920600887e-11
0.23,0.2300181780701261,63.469338136619825,-949,inf,0.0,3.5029170026531102,1,5.855361477393685e-10,-1.7491478717484763e-10
0.27,0.27011183261183264,68.87695431430802,-885,inf,0.0,3.5029170026531102,1,1.046596689995424e-09,-2.36855022808e-10
0.32,0.3202573040235378,73.91360775802801,-714,inf,0.0,3.5029170026531102,1,3.503681298708698e-10,-5.180097809595236e-11
0.36,0.3599773242630385,77.49642681242963,-582,inf,0.0,3.5029170026531102,1,2.223064992030471e-09,-4.0531847497782834e-10
0.41,0.40972573602443735,80.73003466703967,-381,inf,0.0,3.5029170026531102,1,1.4701480831488087e-08,-9.777248159806315e-09
0.45,0.4501766271246791,80.56367574785956,-169,inf,0.0,3.5029170026531102,1,4.0181425278040994e-08,-3.142296394103712e-08
0.5,0.5000234253481006,82.57278431502658,92,inf,0.0,3.5029170026531102,1,8.129812618798338e-08,-6.474460812943047e-08
0.55,0.5502813384306889,80.31131094148627,276,10.520465673173694,0.4888319652930042,69.21043443086835,398,2.77723378504133e-07,-2.562461090643546e-07
0.59,0.5895785311369727,79.16570271783931,470,4.932351369512474,0.5749201195629767,75.46370048383177,564,6.725073926228254e-07,-6.566845110923657e-07
0.64,0.6400179906673413,76.76435069655871,662,3.377952635399277,0.6300106819587339,74.19418431007425,724,1.4066209475259834e-06,-1.4205644034206092e-06
0.68,0.6802978767264481,73.30649169155139,831,2.5245399922675045,0.6761691591237046,71.93416729488102,871,2.4500886364794464e-06,-2.444277504393795e-06
0.73,0.7298905099229774,67.80624196558696,965,2.013052616148786,0.7281160398043515,67.37140601770226,977,4.793213892743714e-06,-4.749421578238117e-06
0.77,0.7699607391165832,61.66972396124707,1077,1.7262179392919144,0.7691935589662863,61.41027422312038,1085,6.5094594312221615e-06,-6.57667921114349e-06
0.82,0.8200980116564532,53.21420514296694,1095,1.5136819080414776,0.8193226326343209,53.0296636612904,1100,1.3550616314806648e-05,-1.3672673625557896e-05
0.86,0.8601506718389835,45.208003915288494,1128,1.3540185964877032,0.8599925507393041,45.16176748010352,1131,2.123401397145152e-05,-2.1560681340763435e-05
0.91,0.910059547234872,33.27509319437157,1040,1.177240472285935,0.9100396356889864,33.261360286493755,1041,4.212549977465707e-05,-4.257383853952576e-05
0.95,0.9500290474316448,20.890419013431533,777,1.0875197636828955,0.9500290474316448,20.890419013431533,777,9.190613156078891e-05,-9.405391904710692e-05
